Setor;Mes;Valor;.pred
ENERGIA ELÉTRICA;2006-04-01;5874050,46;NA
ENERGIA ELÉTRICA;2006-05-01;58066633,80;NA
ENERGIA ELÉTRICA;2006-06-01;8529121,81;NA
ENERGIA ELÉTRICA;2006-07-01;41715641,27;NA
ENERGIA ELÉTRICA;2006-08-01;54969456,33;NA
ENERGIA ELÉTRICA;2006-09-01;54596056,78;NA
ENERGIA ELÉTRICA;2006-10-01;56176572,69;NA
ENERGIA ELÉTRICA;2006-11-01;41301538,97;NA
ENERGIA ELÉTRICA;2006-12-01;55659197,79;NA
ENERGIA ELÉTRICA;2007-01-01;23003865,93;NA
ENERGIA ELÉTRICA;2007-02-01;57762073,23;NA
ENERGIA ELÉTRICA;2007-03-01;45848114,65;NA
ENERGIA ELÉTRICA;2007-04-01;54274050,80;NA
ENERGIA ELÉTRICA;2007-05-01;50516986,99;NA
ENERGIA ELÉTRICA;2007-06-01;65653732,27;NA
ENERGIA ELÉTRICA;2007-07-01;53886926,41;NA
ENERGIA ELÉTRICA;2007-08-01;62006710,10;NA
ENERGIA ELÉTRICA;2007-09-01;67146028,03;NA
ENERGIA ELÉTRICA;2007-10-01;62347996,94;NA
ENERGIA ELÉTRICA;2007-11-01;73129941,47;NA
ENERGIA ELÉTRICA;2007-12-01;68300290,21;NA
ENERGIA ELÉTRICA;2008-01-01;63719135,64;NA
ENERGIA ELÉTRICA;2008-02-01;65737523,44;NA
ENERGIA ELÉTRICA;2008-03-01;70782154,43;NA
ENERGIA ELÉTRICA;2008-04-01;56925544,44;NA
ENERGIA ELÉTRICA;2008-05-01;67855294,01;NA
ENERGIA ELÉTRICA;2008-06-01;69802503,05;NA
ENERGIA ELÉTRICA;2008-07-01;72812262,21;NA
ENERGIA ELÉTRICA;2008-08-01;77598656,21;NA
ENERGIA ELÉTRICA;2008-09-01;65823094,15;NA
ENERGIA ELÉTRICA;2008-10-01;32306240,01;NA
ENERGIA ELÉTRICA;2008-11-01;60619410,75;NA
ENERGIA ELÉTRICA;2008-12-01;22249642,47;NA
ENERGIA ELÉTRICA;2009-01-01;43967680,00;NA
ENERGIA ELÉTRICA;2009-02-01;63431348,45;NA
ENERGIA ELÉTRICA;2009-03-01;40694835,48;NA
ENERGIA ELÉTRICA;2009-04-01;36535725,64;NA
ENERGIA ELÉTRICA;2009-05-01;84649612,93;NA
ENERGIA ELÉTRICA;2009-06-01;53369506,19;NA
ENERGIA ELÉTRICA;2009-07-01;46539869,65;NA
ENERGIA ELÉTRICA;2009-08-01;46819258,33;NA
ENERGIA ELÉTRICA;2009-09-01;51205032,75;NA
ENERGIA ELÉTRICA;2009-10-01;57736908,66;NA
ENERGIA ELÉTRICA;2009-11-01;54367833,93;NA
ENERGIA ELÉTRICA;2009-12-01;45010130,15;NA
ENERGIA ELÉTRICA;2010-01-01;40944245,00;NA
ENERGIA ELÉTRICA;2010-02-01;49948223,11;NA
ENERGIA ELÉTRICA;2010-03-01;87874278,28;NA
ENERGIA ELÉTRICA;2010-04-01;25294366,38;NA
ENERGIA ELÉTRICA;2010-05-01;107671723,30;NA
ENERGIA ELÉTRICA;2010-06-01;70269683,60;NA
ENERGIA ELÉTRICA;2010-07-01;58512190,98;NA
ENERGIA ELÉTRICA;2010-08-01;101683698,55;NA
ENERGIA ELÉTRICA;2010-09-01;50828514,23;NA
ENERGIA ELÉTRICA;2010-10-01;50651150,40;NA
ENERGIA ELÉTRICA;2010-11-01;70442595,72;NA
ENERGIA ELÉTRICA;2010-12-01;77240591,19;NA
ENERGIA ELÉTRICA;2011-01-01;58898478,14;NA
ENERGIA ELÉTRICA;2011-02-01;47171598,62;NA
ENERGIA ELÉTRICA;2011-03-01;60084483,13;NA
ENERGIA ELÉTRICA;2011-04-01;50537167,72;NA
ENERGIA ELÉTRICA;2011-05-01;70713398,28;NA
ENERGIA ELÉTRICA;2011-06-01;60371153,84;NA
ENERGIA ELÉTRICA;2011-07-01;53089908,86;NA
ENERGIA ELÉTRICA;2011-08-01;72565556,69;NA
ENERGIA ELÉTRICA;2011-09-01;61003293,56;NA
ENERGIA ELÉTRICA;2011-10-01;69489847,61;NA
ENERGIA ELÉTRICA;2011-11-01;61960762,97;NA
ENERGIA ELÉTRICA;2011-12-01;507714979,00;NA
ENERGIA ELÉTRICA;2012-01-01;92365545,34;NA
ENERGIA ELÉTRICA;2012-02-01;54410405,25;NA
ENERGIA ELÉTRICA;2012-03-01;50889723,08;NA
ENERGIA ELÉTRICA;2012-04-01;41080580,62;NA
ENERGIA ELÉTRICA;2012-05-01;489722221,78;NA
ENERGIA ELÉTRICA;2012-06-01;50761527,77;NA
ENERGIA ELÉTRICA;2012-07-01;135442758,00;NA
ENERGIA ELÉTRICA;2012-08-01;168117183,99;NA
ENERGIA ELÉTRICA;2012-09-01;107831104,70;NA
ENERGIA ELÉTRICA;2012-10-01;118750989,60;NA
ENERGIA ELÉTRICA;2012-11-01;177061516,37;NA
ENERGIA ELÉTRICA;2012-12-01;358177026,27;NA
ENERGIA ELÉTRICA;2013-01-01;129731216,15;NA
ENERGIA ELÉTRICA;2013-02-01;122911385,42;NA
ENERGIA ELÉTRICA;2013-03-01;102981607,84;NA
ENERGIA ELÉTRICA;2013-04-01;101857865,97;NA
ENERGIA ELÉTRICA;2013-05-01;98354898,01;NA
ENERGIA ELÉTRICA;2013-06-01;97172801,90;NA
ENERGIA ELÉTRICA;2013-07-01;95288229,28;NA
ENERGIA ELÉTRICA;2013-08-01;97656827,73;NA
ENERGIA ELÉTRICA;2013-09-01;98898605,09;NA
ENERGIA ELÉTRICA;2013-10-01;123424749,29;NA
ENERGIA ELÉTRICA;2013-11-01;92718564,60;NA
ENERGIA ELÉTRICA;2013-12-01;139460513,36;NA
ENERGIA ELÉTRICA;2014-01-01;38374765,39;NA
ENERGIA ELÉTRICA;2014-02-01;70647082,23;NA
ENERGIA ELÉTRICA;2014-03-01;59695853,87;NA
ENERGIA ELÉTRICA;2014-04-01;254964617,75;NA
ENERGIA ELÉTRICA;2014-05-01;106102044,48;NA
ENERGIA ELÉTRICA;2014-06-01;91078439,42;NA
ENERGIA ELÉTRICA;2014-07-01;102550464,60;NA
ENERGIA ELÉTRICA;2014-08-01;135425452,74;NA
ENERGIA ELÉTRICA;2014-09-01;343578398,66;NA
ENERGIA ELÉTRICA;2014-10-01;116803786,76;NA
ENERGIA ELÉTRICA;2014-11-01;125030597,24;NA
ENERGIA ELÉTRICA;2014-12-01;120288522,25;NA
ENERGIA ELÉTRICA;2015-01-01;107531981,45;NA
ENERGIA ELÉTRICA;2015-02-01;143114696,24;NA
ENERGIA ELÉTRICA;2015-03-01;154717721,00;NA
ENERGIA ELÉTRICA;2015-04-01;153706416,42;NA
ENERGIA ELÉTRICA;2015-05-01;193000296,85;NA
ENERGIA ELÉTRICA;2015-06-01;167938904,15;NA
ENERGIA ELÉTRICA;2015-07-01;166116393,18;NA
ENERGIA ELÉTRICA;2015-08-01;169703010,14;NA
ENERGIA ELÉTRICA;2015-09-01;173000106,24;NA
ENERGIA ELÉTRICA;2015-10-01;184994706,64;NA
ENERGIA ELÉTRICA;2015-11-01;217623161,89;NA
ENERGIA ELÉTRICA;2015-12-01;193684298,96;NA
ENERGIA ELÉTRICA;2016-01-01;195914355,12;NA
ENERGIA ELÉTRICA;2016-02-01;155964837,05;NA
ENERGIA ELÉTRICA;2016-03-01;195620629,52;NA
ENERGIA ELÉTRICA;2016-04-01;157147571,41;NA
ENERGIA ELÉTRICA;2016-05-01;182672991,13;NA
ENERGIA ELÉTRICA;2016-06-01;192876533,61;NA
ENERGIA ELÉTRICA;2016-07-01;167442475,94;NA
ENERGIA ELÉTRICA;2016-08-01;124776991,74;NA
ENERGIA ELÉTRICA;2016-09-01;222714825,62;NA
ENERGIA ELÉTRICA;2016-10-01;152479302,25;NA
ENERGIA ELÉTRICA;2016-11-01;166274921,80;NA
ENERGIA ELÉTRICA;2016-12-01;170866890,19;NA
ENERGIA ELÉTRICA;2017-01-01;116458265,57;NA
ENERGIA ELÉTRICA;2017-02-01;177739816,14;NA
ENERGIA ELÉTRICA;2017-03-01;141075449,54;NA
ENERGIA ELÉTRICA;2017-04-01;139100601,19;NA
ENERGIA ELÉTRICA;2017-05-01;154485436,76;NA
ENERGIA ELÉTRICA;2017-06-01;154620973,56;NA
ENERGIA ELÉTRICA;2017-07-01;144822580,25;NA
ENERGIA ELÉTRICA;2017-08-01;201814602,57;NA
ENERGIA ELÉTRICA;2017-09-01;63657045,91;NA
ENERGIA ELÉTRICA;2017-10-01;149128774,15;NA
ENERGIA ELÉTRICA;2017-11-01;162457527,70;NA
ENERGIA ELÉTRICA;2017-12-01;187466671,06;NA
ENERGIA ELÉTRICA;2018-01-01;172291144,91;NA
ENERGIA ELÉTRICA;2018-02-01;155461507,60;NA
ENERGIA ELÉTRICA;2018-03-01;149567301,05;NA
ENERGIA ELÉTRICA;2018-04-01;163603028,91;NA
ENERGIA ELÉTRICA;2018-05-01;222568137,62;NA
ENERGIA ELÉTRICA;2018-06-01;150023377,86;NA
ENERGIA ELÉTRICA;2018-07-01;174370935,67;NA
ENERGIA ELÉTRICA;2018-08-01;164014178,81;NA
ENERGIA ELÉTRICA;2018-09-01;177814552,99;NA
ENERGIA ELÉTRICA;2018-10-01;168233727,16;NA
ENERGIA ELÉTRICA;2018-11-01;195230406,97;NA
ENERGIA ELÉTRICA;2018-12-01;178944650,18;NA
ENERGIA ELÉTRICA;2019-01-01;186682149,65;NA
ENERGIA ELÉTRICA;2019-02-01;205672610,69;NA
ENERGIA ELÉTRICA;2019-03-01;200385279,10;NA
ENERGIA ELÉTRICA;2019-04-01;195875953,25;NA
ENERGIA ELÉTRICA;2019-05-01;183133026,03;NA
ENERGIA ELÉTRICA;2019-06-01;190139638,62;NA
ENERGIA ELÉTRICA;2019-07-01;183976533,11;NA
ENERGIA ELÉTRICA;2019-08-01;175606114,53;NA
ENERGIA ELÉTRICA;2019-09-01;181609132,74;NA
ENERGIA ELÉTRICA;2019-10-01;249483107,09;NA
ENERGIA ELÉTRICA;2019-11-01;219795747,72;NA
ENERGIA ELÉTRICA;2019-12-01;188175165,62;NA
ENERGIA ELÉTRICA;2020-01-01;177975045,55;NA
ENERGIA ELÉTRICA;2020-02-01;185543648,97;NA
ENERGIA ELÉTRICA;2020-03-01;187548924,10;NA
ENERGIA ELÉTRICA;2020-04-01;150642388,11;NA
ENERGIA ELÉTRICA;2020-05-01;174982509,61;NA
ENERGIA ELÉTRICA;2020-06-01;160123131,25;NA
ENERGIA ELÉTRICA;2020-07-01;150306557,79;NA
ENERGIA ELÉTRICA;2020-08-01;162260513,05;NA
ENERGIA ELÉTRICA;2020-09-01;192286922,10;NA
ENERGIA ELÉTRICA;2020-10-01;193773041,90;NA
ENERGIA ELÉTRICA;2020-11-01;221196028,23;NA
ENERGIA ELÉTRICA;2020-12-01;195256613,66;NA
ENERGIA ELÉTRICA;2021-01-01;207533709,09;NA
ENERGIA ELÉTRICA;2021-02-01;185427776,40;NA
ENERGIA ELÉTRICA;2021-03-01;174881823,53;NA
ENERGIA ELÉTRICA;2021-04-01;181803047,67;NA
ENERGIA ELÉTRICA;2021-05-01;193315643,74;NA
ENERGIA ELÉTRICA;2021-06-01;198211692,59;NA
ENERGIA ELÉTRICA;2021-07-01;196369603,21;NA
ENERGIA ELÉTRICA;2021-08-01;194888116,45;NA
ENERGIA ELÉTRICA;2021-09-01;191193471,72;NA
ENERGIA ELÉTRICA;2021-10-01;275890274,13;NA
ENERGIA ELÉTRICA;2021-11-01;260858511,49;NA
ENERGIA ELÉTRICA;2021-12-01;231400714,63;NA
ENERGIA ELÉTRICA;2022-01-01;237403933,28;NA
ENERGIA ELÉTRICA;2022-02-01;238274402,73;NA
ENERGIA ELÉTRICA;2022-03-01;238422959,88;NA
ENERGIA ELÉTRICA;2022-04-01;252682190,90;NA
ENERGIA ELÉTRICA;2022-05-01;243874852,39;NA
ENERGIA ELÉTRICA;2022-06-01;190227556,79;NA
ENERGIA ELÉTRICA;2022-07-01;188687578,59;NA
ENERGIA ELÉTRICA;2022-08-01;43426420,80;NA
ENERGIA ELÉTRICA;2022-09-01;87321173,20;NA
ENERGIA ELÉTRICA;2022-10-01;114320719,19;NA
ENERGIA ELÉTRICA;2022-11-01;110651793,48;NA
ENERGIA ELÉTRICA;2022-12-01;115030867,47;NA
ENERGIA ELÉTRICA;2023-01-01;99932686,93;NA
ENERGIA ELÉTRICA;2023-02-01;101393451,81;NA
ENERGIA ELÉTRICA;2023-03-01;95904920,21;NA
ENERGIA ELÉTRICA;2023-04-01;118703276,18;NA
ENERGIA ELÉTRICA;2023-05-01;124028556,89;NA
ENERGIA ELÉTRICA;2023-06-01;98426759,76;NA
ENERGIA ELÉTRICA;2023-07-01;98720684,71;NA
ENERGIA ELÉTRICA;2023-08-01;98295926,86;NA
ENERGIA ELÉTRICA;2023-09-01;117242420,10;NA
ENERGIA ELÉTRICA;2023-10-01;118904193,69;NA
ENERGIA ELÉTRICA;2023-11-01;132337112,99;NA
ENERGIA ELÉTRICA;2023-12-01;142126070,03;NA
ENERGIA ELÉTRICA;2024-01-01;128724120,12;NA
ENERGIA ELÉTRICA;2024-02-01;127099658,69;NA
ENERGIA ELÉTRICA;2024-03-01;NA;126749018,68
ENERGIA ELÉTRICA;2024-04-01;NA;129755295,68
ENERGIA ELÉTRICA;2024-05-01;NA;131220349,10
ENERGIA ELÉTRICA;2024-06-01;NA;132382526,86
ENERGIA ELÉTRICA;2024-07-01;NA;128425594,67
ENERGIA ELÉTRICA;2024-08-01;NA;128586800,57
ENERGIA ELÉTRICA;2024-09-01;NA;126879178,15
ENERGIA ELÉTRICA;2024-10-01;NA;131543941,94
ENERGIA ELÉTRICA;2024-11-01;NA;138128559,10
ENERGIA ELÉTRICA;2024-12-01;NA;140497307,82
ENERGIA ELÉTRICA;2025-01-01;NA;138050406,15
ENERGIA ELÉTRICA;2025-02-01;NA;135762228,91
ENERGIA ELÉTRICA;2025-03-01;NA;139958143,96
ENERGIA ELÉTRICA;2025-04-01;NA;138358357,38
ENERGIA ELÉTRICA;2025-05-01;NA;133260773,09
ENERGIA ELÉTRICA;2025-06-01;NA;128638353,76
ENERGIA ELÉTRICA;2025-07-01;NA;126553306,81
ENERGIA ELÉTRICA;2025-08-01;NA;125546796,24
ENERGIA ELÉTRICA;2025-09-01;NA;122642400,22
ENERGIA ELÉTRICA;2025-10-01;NA;121227400,75
ENERGIA ELÉTRICA;2025-11-01;NA;125138736,99
ENERGIA ELÉTRICA;2025-12-01;NA;136500466,81
ENERGIA ELÉTRICA;2026-01-01;NA;144960815,86
ENERGIA ELÉTRICA;2026-02-01;NA;140083981,20
ENERGIA ELÉTRICA;2026-03-01;NA;139769845,03
ENERGIA ELÉTRICA;2026-04-01;NA;138674032,72
ENERGIA ELÉTRICA;2026-05-01;NA;130365401,22
ENERGIA ELÉTRICA;2026-06-01;NA;128627448,88
ENERGIA ELÉTRICA;2026-07-01;NA;126907538,40
ENERGIA ELÉTRICA;2026-08-01;NA;127113242,48
ENERGIA ELÉTRICA;2026-09-01;NA;125854002,15
ENERGIA ELÉTRICA;2026-10-01;NA;124011830,61
ENERGIA ELÉTRICA;2026-11-01;NA;127394835,43
ENERGIA ELÉTRICA;2026-12-01;NA;133609426,88
ENERGIA ELÉTRICA;2027-01-01;NA;143743637,50
ENERGIA ELÉTRICA;2027-02-01;NA;144957611,53
ENERGIA ELÉTRICA;2027-03-01;NA;144048922,90
ENERGIA ELÉTRICA;2027-04-01;NA;141575002,76
ENERGIA ELÉTRICA;2027-05-01;NA;132456202,81
ENERGIA ELÉTRICA;2027-06-01;NA;127872675,87
ENERGIA ELÉTRICA;2027-07-01;NA;125326484,16
ENERGIA ELÉTRICA;2027-08-01;NA;122020559,21
ENERGIA ELÉTRICA;2027-09-01;NA;116873185,10
ENERGIA ELÉTRICA;2027-10-01;NA;116573255,65
ENERGIA ELÉTRICA;2027-11-01;NA;122464932,63
ENERGIA ELÉTRICA;2027-12-01;NA;130309272,11
ENERGIA ELÉTRICA (CONS. LIVRE);2013-05-01;2153243,75;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-06-01;6753695,67;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-07-01;6706734,47;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-08-01;6561578,97;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-09-01;7273413,88;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-10-01;8867581,26;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-11-01;7232041,21;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2013-12-01;7342948,36;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-01-01;6753228,56;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-02-01;7063197,35;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-03-01;6908930,46;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-04-01;7793373,26;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-05-01;9414312,05;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-06-01;7631800,66;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-07-01;7858399,85;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-08-01;6040670,92;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-09-01;8819752,26;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-10-01;8721528,36;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-11-01;9263909,49;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2014-12-01;9311760,52;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-01-01;11410082,84;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-02-01;9113453,12;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-03-01;11021039,00;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-04-01;11032590,91;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-05-01;12263518,00;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-06-01;11512226,75;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-07-01;12412109,71;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-08-01;13036482,52;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-09-01;12261606,91;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-10-01;15478559,21;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-11-01;12734769,20;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2015-12-01;12375827,25;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-01-01;12291430,09;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-02-01;12649902,88;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-03-01;13267666,71;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-04-01;12675183,59;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-05-01;12107480,18;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-06-01;11857995,03;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-07-01;14642671,29;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-08-01;9887482,02;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-09-01;12206664,23;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-10-01;13992209,46;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-11-01;13752653,56;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2016-12-01;19705293,09;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-01-01;14327287,12;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-02-01;14455841,90;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-03-01;15695604,78;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-04-01;14212066,11;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-05-01;22626393,74;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-06-01;21741647,24;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-07-01;20881695,34;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-08-01;20736216,14;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-09-01;18913904,46;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-10-01;21955712,07;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-11-01;20771198,09;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2017-12-01;21541613,71;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-01-01;20600861,60;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-02-01;20534254,60;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-03-01;20812703,09;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-04-01;20477618,86;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-05-01;23223634,22;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-06-01;21000185,27;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-07-01;22020819,72;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-08-01;23163361,48;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-09-01;24261315,23;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-10-01;30237894,03;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-11-01;27660578,63;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2018-12-01;37216419,99;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-01-01;31056966,64;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-02-01;30452326,56;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-03-01;30100102,59;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-04-01;37034107,14;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-05-01;32571299,05;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-06-01;31678323,45;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-07-01;33056251,18;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-08-01;33578341,57;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-09-01;35482399,08;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-10-01;34932726,70;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-11-01;34414460,85;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2019-12-01;38652330,28;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-01-01;33371316,13;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-02-01;32773727,16;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-03-01;36509756,83;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-04-01;33657097,16;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-05-01;35705873,98;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-06-01;32875561,44;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-07-01;37473608,48;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-08-01;36321912,14;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-09-01;55695297,91;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-10-01;45324646,83;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-11-01;40501255,13;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2020-12-01;45281636,62;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-01-01;42350853,02;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-02-01;41664065,20;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-03-01;49142691,04;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-04-01;42948191,09;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-05-01;48260131,29;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-06-01;44540334,69;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-07-01;42846444,54;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-08-01;44068351,11;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-09-01;53296649,20;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-10-01;48821795,22;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-11-01;49730218,14;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2021-12-01;54170248,06;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-01-01;46127983,87;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-02-01;44781177,30;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-03-01;46213728,44;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-04-01;45560999,37;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-05-01;52345284,59;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-06-01;52316098,67;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-07-01;49285522,35;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-08-01;44658033,88;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-09-01;39081063,24;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-10-01;37282023,08;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-11-01;38463012,96;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2022-12-01;38309368,28;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-01-01;35792007,04;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-02-01;36806016,07;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-03-01;37539153,62;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-04-01;35036133,76;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-05-01;40614405,78;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-06-01;39251744,75;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-07-01;36306073,63;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-08-01;36544556,00;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-09-01;36134096,83;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-10-01;40076108,83;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-11-01;38631392,83;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2023-12-01;39245990,23;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2024-01-01;37653962,23;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2024-02-01;35488564,23;NA
ENERGIA ELÉTRICA (CONS. LIVRE);2024-03-01;NA;36683052,15
ENERGIA ELÉTRICA (CONS. LIVRE);2024-04-01;NA;36096631,39
ENERGIA ELÉTRICA (CONS. LIVRE);2024-05-01;NA;37045428,83
ENERGIA ELÉTRICA (CONS. LIVRE);2024-06-01;NA;37314168,95
ENERGIA ELÉTRICA (CONS. LIVRE);2024-07-01;NA;37447864,63
ENERGIA ELÉTRICA (CONS. LIVRE);2024-08-01;NA;37689078,72
ENERGIA ELÉTRICA (CONS. LIVRE);2024-09-01;NA;37869471,34
ENERGIA ELÉTRICA (CONS. LIVRE);2024-10-01;NA;38129086,14
ENERGIA ELÉTRICA (CONS. LIVRE);2024-11-01;NA;38257630,06
ENERGIA ELÉTRICA (CONS. LIVRE);2024-12-01;NA;38969228,13
ENERGIA ELÉTRICA (CONS. LIVRE);2025-01-01;NA;38123273,32
ENERGIA ELÉTRICA (CONS. LIVRE);2025-02-01;NA;37880421,90
ENERGIA ELÉTRICA (CONS. LIVRE);2025-03-01;NA;38224225,05
