Setor;Mes;Valor;.pred
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2021-12-01;387674811,86;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-01-01;359046453,53;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-02-01;326094537,43;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-03-01;352534347,68;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-04-01;367492909,80;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-05-01;365907323,58;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-06-01;390683947,51;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-07-01;442043324,82;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-08-01;387289257,50;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-09-01;451211326,72;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-10-01;440242117,07;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-11-01;427348686,69;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2022-12-01;441486944,28;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-01-01;429550219,94;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-02-01;405549955,93;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-03-01;378875610,60;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-04-01;442434102,59;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-05-01;374200567,98;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-06-01;402629028,92;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-07-01;422499420,01;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-08-01;414509073,38;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-09-01;451789839,80;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-10-01;462453366,46;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-11-01;442234562,07;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2023-12-01;446466394,78;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-01-01;446302932,33;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-02-01;413489286,57;NA
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-03-01;NA;418906034,87
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-04-01;NA;449106075,50
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-05-01;NA;419616575,55
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-06-01;NA;442105318,65
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-07-01;NA;451743235,36
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-08-01;NA;454128386,19
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-09-01;NA;466238893,83
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-10-01;NA;471129815,87
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-11-01;NA;476493733,02
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2024-12-01;NA;484874667,98
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-01-01;NA;466703039,36
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-02-01;NA;452529051,14
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-03-01;NA;452036914,08
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-04-01;NA;476034832,25
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-05-01;NA;451617262,28
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-06-01;NA;467537436,77
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-07-01;NA;475333954,43
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-08-01;NA;479861792,12
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-09-01;NA;488411949,73
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-10-01;NA;491605577,86
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-11-01;NA;500541636,26
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2025-12-01;NA;508064047,64
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-01-01;NA;489539059,96
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-02-01;NA;476033044,92
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-03-01;NA;476462697,87
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-04-01;NA;499549894,84
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-05-01;NA;476767657,49
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-06-01;NA;492310884,58
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-07-01;NA;500501777,12
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-08-01;NA;503846814,62
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-09-01;NA;512682080,46
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-10-01;NA;514825152,68
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-11-01;NA;524379061,37
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2026-12-01;NA;532304870,85
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-01-01;NA;513381073,27
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-02-01;NA;499521725,57
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-03-01;NA;499461341,99
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-04-01;NA;524075528,55
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-05-01;NA;501048938,97
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-06-01;NA;516036132,76
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-07-01;NA;524939715,47
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-08-01;NA;527649081,55
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-09-01;NA;537311704,48
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-10-01;NA;540707682,57
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-11-01;NA;549300748,55
COMÉRCIO ATACADISTA E DISTRIBUIDOR;2027-12-01;NA;557581247,65
COMÉRCIO VAREJISTA;2003-02-01;20722446,78;NA
COMÉRCIO VAREJISTA;2003-03-01;21074176,55;NA
COMÉRCIO VAREJISTA;2003-04-01;21570985,75;NA
COMÉRCIO VAREJISTA;2003-05-01;22080215,23;NA
COMÉRCIO VAREJISTA;2003-06-01;24929494,61;NA
COMÉRCIO VAREJISTA;2003-07-01;25480671,32;NA
COMÉRCIO VAREJISTA;2003-08-01;25193496,28;NA
COMÉRCIO VAREJISTA;2003-09-01;27194228,67;NA
COMÉRCIO VAREJISTA;2003-10-01;29591637,60;NA
COMÉRCIO VAREJISTA;2003-11-01;26434285,21;NA
COMÉRCIO VAREJISTA;2003-12-01;29485929,04;NA
COMÉRCIO VAREJISTA;2004-01-01;33976707,59;NA
COMÉRCIO VAREJISTA;2004-02-01;27967561,54;NA
COMÉRCIO VAREJISTA;2004-03-01;25310908,25;NA
COMÉRCIO VAREJISTA;2004-04-01;26819744,55;NA
COMÉRCIO VAREJISTA;2004-05-01;28706828,04;NA
COMÉRCIO VAREJISTA;2004-06-01;30402828,50;NA
COMÉRCIO VAREJISTA;2004-07-01;31101177,20;NA
COMÉRCIO VAREJISTA;2004-08-01;52514485,68;NA
COMÉRCIO VAREJISTA;2004-09-01;37723831,71;NA
COMÉRCIO VAREJISTA;2004-10-01;30203615,40;NA
COMÉRCIO VAREJISTA;2004-11-01;34623542,94;NA
COMÉRCIO VAREJISTA;2004-12-01;42835086,33;NA
COMÉRCIO VAREJISTA;2005-01-01;41087754,09;NA
COMÉRCIO VAREJISTA;2005-02-01;32333107,13;NA
COMÉRCIO VAREJISTA;2005-03-01;34227350,93;NA
COMÉRCIO VAREJISTA;2005-04-01;35919764,80;NA
COMÉRCIO VAREJISTA;2005-05-01;32944534,30;NA
COMÉRCIO VAREJISTA;2005-06-01;35772167,41;NA
COMÉRCIO VAREJISTA;2005-07-01;34838986,09;NA
COMÉRCIO VAREJISTA;2005-08-01;38695912,29;NA
COMÉRCIO VAREJISTA;2005-09-01;34828316,58;NA
COMÉRCIO VAREJISTA;2005-10-01;37537953,64;NA
COMÉRCIO VAREJISTA;2005-11-01;44138869,10;NA
COMÉRCIO VAREJISTA;2005-12-01;41484844,34;NA
COMÉRCIO VAREJISTA;2006-01-01;45868987,31;NA
COMÉRCIO VAREJISTA;2006-02-01;35047306,22;NA
COMÉRCIO VAREJISTA;2006-03-01;38512667,51;NA
COMÉRCIO VAREJISTA;2006-04-01;35564480,57;NA
COMÉRCIO VAREJISTA;2006-05-01;46131940,28;NA
COMÉRCIO VAREJISTA;2006-06-01;43456624,58;NA
COMÉRCIO VAREJISTA;2006-07-01;38442701,90;NA
COMÉRCIO VAREJISTA;2006-08-01;41556735,06;NA
COMÉRCIO VAREJISTA;2006-09-01;41458535,72;NA
COMÉRCIO VAREJISTA;2006-10-01;40856092,56;NA
COMÉRCIO VAREJISTA;2006-11-01;43197076,12;NA
COMÉRCIO VAREJISTA;2006-12-01;54162389,26;NA
COMÉRCIO VAREJISTA;2007-01-01;56197955,50;NA
COMÉRCIO VAREJISTA;2007-02-01;43780130,88;NA
COMÉRCIO VAREJISTA;2007-03-01;37377998,33;NA
COMÉRCIO VAREJISTA;2007-04-01;44502710,72;NA
COMÉRCIO VAREJISTA;2007-05-01;45430771,26;NA
COMÉRCIO VAREJISTA;2007-06-01;45922995,47;NA
COMÉRCIO VAREJISTA;2007-07-01;48908269,51;NA
COMÉRCIO VAREJISTA;2007-08-01;47680187,77;NA
COMÉRCIO VAREJISTA;2007-09-01;43772549,10;NA
COMÉRCIO VAREJISTA;2007-10-01;48864845,04;NA
COMÉRCIO VAREJISTA;2007-11-01;48581022,15;NA
COMÉRCIO VAREJISTA;2007-12-01;47319534,88;NA
COMÉRCIO VAREJISTA;2008-01-01;67327501,59;NA
COMÉRCIO VAREJISTA;2008-02-01;55214014,20;NA
COMÉRCIO VAREJISTA;2008-03-01;48375149,90;NA
COMÉRCIO VAREJISTA;2008-04-01;51626406,36;NA
COMÉRCIO VAREJISTA;2008-05-01;52295813,85;NA
COMÉRCIO VAREJISTA;2008-06-01;59108688,12;NA
COMÉRCIO VAREJISTA;2008-07-01;57157646,37;NA
COMÉRCIO VAREJISTA;2008-08-01;61129628,90;NA
COMÉRCIO VAREJISTA;2008-09-01;62311828,27;NA
COMÉRCIO VAREJISTA;2008-10-01;57032134,01;NA
COMÉRCIO VAREJISTA;2008-11-01;59818545,13;NA
COMÉRCIO VAREJISTA;2008-12-01;58001177,26;NA
COMÉRCIO VAREJISTA;2009-01-01;68680714,61;NA
COMÉRCIO VAREJISTA;2009-02-01;62047980,31;NA
COMÉRCIO VAREJISTA;2009-03-01;67011848,15;NA
COMÉRCIO VAREJISTA;2009-04-01;60016048,88;NA
COMÉRCIO VAREJISTA;2009-05-01;61891684,80;NA
COMÉRCIO VAREJISTA;2009-06-01;65628158,71;NA
COMÉRCIO VAREJISTA;2009-07-01;61367818,55;NA
COMÉRCIO VAREJISTA;2009-08-01;73666265,55;NA
COMÉRCIO VAREJISTA;2009-09-01;68265493,15;NA
COMÉRCIO VAREJISTA;2009-10-01;68022692,15;NA
COMÉRCIO VAREJISTA;2009-11-01;76593631,60;NA
COMÉRCIO VAREJISTA;2009-12-01;72308939,95;NA
COMÉRCIO VAREJISTA;2010-01-01;99641019,55;NA
COMÉRCIO VAREJISTA;2010-02-01;81459141,40;NA
COMÉRCIO VAREJISTA;2010-03-01;91730555,37;NA
COMÉRCIO VAREJISTA;2010-04-01;87277568,22;NA
COMÉRCIO VAREJISTA;2010-05-01;77722573,27;NA
COMÉRCIO VAREJISTA;2010-06-01;87625293,66;NA
COMÉRCIO VAREJISTA;2010-07-01;83937848,47;NA
COMÉRCIO VAREJISTA;2010-08-01;90487208,59;NA
COMÉRCIO VAREJISTA;2010-09-01;87089553,03;NA
COMÉRCIO VAREJISTA;2010-10-01;85665604,50;NA
COMÉRCIO VAREJISTA;2010-11-01;92520119,49;NA
COMÉRCIO VAREJISTA;2010-12-01;91251594,13;NA
COMÉRCIO VAREJISTA;2011-01-01;118278691,07;NA
COMÉRCIO VAREJISTA;2011-02-01;130009875,94;NA
COMÉRCIO VAREJISTA;2011-03-01;91432872,41;NA
COMÉRCIO VAREJISTA;2011-04-01;89963824,45;NA
COMÉRCIO VAREJISTA;2011-05-01;93127722,82;NA
COMÉRCIO VAREJISTA;2011-06-01;100868336,96;NA
COMÉRCIO VAREJISTA;2011-07-01;95919347,10;NA
COMÉRCIO VAREJISTA;2011-08-01;102997523,36;NA
COMÉRCIO VAREJISTA;2011-09-01;94067327,26;NA
COMÉRCIO VAREJISTA;2011-10-01;91624459,80;NA
COMÉRCIO VAREJISTA;2011-11-01;98309982,47;NA
COMÉRCIO VAREJISTA;2011-12-01;98298220,08;NA
COMÉRCIO VAREJISTA;2012-01-01;133699639,19;NA
COMÉRCIO VAREJISTA;2012-02-01;81377312,53;NA
COMÉRCIO VAREJISTA;2012-03-01;109236424,70;NA
COMÉRCIO VAREJISTA;2012-04-01;99377852,57;NA
COMÉRCIO VAREJISTA;2012-05-01;101100100,55;NA
COMÉRCIO VAREJISTA;2012-06-01;106124798,67;NA
COMÉRCIO VAREJISTA;2012-07-01;105420784,46;NA
COMÉRCIO VAREJISTA;2012-08-01;105561900,28;NA
COMÉRCIO VAREJISTA;2012-09-01;104957269,42;NA
COMÉRCIO VAREJISTA;2012-10-01;110555135,86;NA
COMÉRCIO VAREJISTA;2012-11-01;151050706,55;NA
COMÉRCIO VAREJISTA;2012-12-01;124213215,73;NA
COMÉRCIO VAREJISTA;2013-01-01;138429317,89;NA
COMÉRCIO VAREJISTA;2013-02-01;102547576,97;NA
COMÉRCIO VAREJISTA;2013-03-01;92476196,54;NA
COMÉRCIO VAREJISTA;2013-04-01;111262798,19;NA
COMÉRCIO VAREJISTA;2013-05-01;101710271,33;NA
COMÉRCIO VAREJISTA;2013-06-01;113869779,98;NA
COMÉRCIO VAREJISTA;2013-07-01;118156478,07;NA
COMÉRCIO VAREJISTA;2013-08-01;115977343,93;NA
COMÉRCIO VAREJISTA;2013-09-01;121700972,27;NA
COMÉRCIO VAREJISTA;2013-10-01;162758197,77;NA
COMÉRCIO VAREJISTA;2013-11-01;123751405,03;NA
COMÉRCIO VAREJISTA;2013-12-01;134384228,82;NA
COMÉRCIO VAREJISTA;2014-01-01;158881612,30;NA
COMÉRCIO VAREJISTA;2014-02-01;117623594,70;NA
COMÉRCIO VAREJISTA;2014-03-01;105700943,62;NA
COMÉRCIO VAREJISTA;2014-04-01;110556549,17;NA
COMÉRCIO VAREJISTA;2014-05-01;124663982,88;NA
COMÉRCIO VAREJISTA;2014-06-01;127776800,69;NA
COMÉRCIO VAREJISTA;2014-07-01;125224531,90;NA
COMÉRCIO VAREJISTA;2014-08-01;126503529,72;NA
COMÉRCIO VAREJISTA;2014-09-01;124602588,84;NA
COMÉRCIO VAREJISTA;2014-10-01;125751931,09;NA
COMÉRCIO VAREJISTA;2014-11-01;126692795,16;NA
COMÉRCIO VAREJISTA;2014-12-01;144850047,53;NA
COMÉRCIO VAREJISTA;2015-01-01;164650720,72;NA
COMÉRCIO VAREJISTA;2015-02-01;125208646,36;NA
COMÉRCIO VAREJISTA;2015-03-01;107355253,87;NA
COMÉRCIO VAREJISTA;2015-04-01;115286956,22;NA
COMÉRCIO VAREJISTA;2015-05-01;117027763,61;NA
COMÉRCIO VAREJISTA;2015-06-01;123035076,99;NA
COMÉRCIO VAREJISTA;2015-07-01;119382436,60;NA
COMÉRCIO VAREJISTA;2015-08-01;125382247,42;NA
COMÉRCIO VAREJISTA;2015-09-01;121481798,24;NA
COMÉRCIO VAREJISTA;2015-10-01;117231516,03;NA
COMÉRCIO VAREJISTA;2015-11-01;141533970,75;NA
COMÉRCIO VAREJISTA;2015-12-01;123840677,54;NA
COMÉRCIO VAREJISTA;2016-01-01;162432803,24;NA
COMÉRCIO VAREJISTA;2016-02-01;131931968,97;NA
COMÉRCIO VAREJISTA;2016-03-01;112680684,17;NA
COMÉRCIO VAREJISTA;2016-04-01;122503539,74;NA
COMÉRCIO VAREJISTA;2016-05-01;122856359,20;NA
COMÉRCIO VAREJISTA;2016-06-01;128392782,96;NA
COMÉRCIO VAREJISTA;2016-07-01;127370785,46;NA
COMÉRCIO VAREJISTA;2016-08-01;133086458,00;NA
COMÉRCIO VAREJISTA;2016-09-01;124647342,88;NA
COMÉRCIO VAREJISTA;2016-10-01;120647038,69;NA
COMÉRCIO VAREJISTA;2016-11-01;133818018,03;NA
COMÉRCIO VAREJISTA;2016-12-01;194516110,44;NA
COMÉRCIO VAREJISTA;2017-01-01;169682459,49;NA
COMÉRCIO VAREJISTA;2017-02-01;131901316,13;NA
COMÉRCIO VAREJISTA;2017-03-01;130793897,08;NA
COMÉRCIO VAREJISTA;2017-04-01;133398768,50;NA
COMÉRCIO VAREJISTA;2017-05-01;144029877,56;NA
COMÉRCIO VAREJISTA;2017-06-01;151542765,38;NA
COMÉRCIO VAREJISTA;2017-07-01;143994060,25;NA
COMÉRCIO VAREJISTA;2017-08-01;162391626,81;NA
COMÉRCIO VAREJISTA;2017-09-01;179805491,09;NA
COMÉRCIO VAREJISTA;2017-10-01;150011699,32;NA
COMÉRCIO VAREJISTA;2017-11-01;154821096,49;NA
COMÉRCIO VAREJISTA;2017-12-01;176419711,48;NA
COMÉRCIO VAREJISTA;2018-01-01;190148201,68;NA
COMÉRCIO VAREJISTA;2018-02-01;152454319,39;NA
COMÉRCIO VAREJISTA;2018-03-01;134585402,83;NA
COMÉRCIO VAREJISTA;2018-04-01;164266950,09;NA
COMÉRCIO VAREJISTA;2018-05-01;170168351,23;NA
COMÉRCIO VAREJISTA;2018-06-01;189317855,10;NA
COMÉRCIO VAREJISTA;2018-07-01;171687050,09;NA
COMÉRCIO VAREJISTA;2018-08-01;191162064,97;NA
COMÉRCIO VAREJISTA;2018-09-01;192583731,12;NA
COMÉRCIO VAREJISTA;2018-10-01;202854669,92;NA
COMÉRCIO VAREJISTA;2018-11-01;187349582,21;NA
COMÉRCIO VAREJISTA;2018-12-01;235537986,56;NA
COMÉRCIO VAREJISTA;2019-01-01;238886043,18;NA
COMÉRCIO VAREJISTA;2019-02-01;204343580,39;NA
COMÉRCIO VAREJISTA;2019-03-01;176583732,28;NA
COMÉRCIO VAREJISTA;2019-04-01;184682129,44;NA
COMÉRCIO VAREJISTA;2019-05-01;191941857,59;NA
COMÉRCIO VAREJISTA;2019-06-01;196538077,42;NA
COMÉRCIO VAREJISTA;2019-07-01;203021810,70;NA
COMÉRCIO VAREJISTA;2019-08-01;208625670,41;NA
COMÉRCIO VAREJISTA;2019-09-01;207995668,62;NA
COMÉRCIO VAREJISTA;2019-10-01;203751970,37;NA
COMÉRCIO VAREJISTA;2019-11-01;204888309,00;NA
COMÉRCIO VAREJISTA;2019-12-01;225369825,67;NA
COMÉRCIO VAREJISTA;2020-01-01;270839297,51;NA
COMÉRCIO VAREJISTA;2020-02-01;215533549,68;NA
COMÉRCIO VAREJISTA;2020-03-01;190362871,53;NA
COMÉRCIO VAREJISTA;2020-04-01;135983133,95;NA
COMÉRCIO VAREJISTA;2020-05-01;148319909,62;NA
COMÉRCIO VAREJISTA;2020-06-01;193495183,93;NA
COMÉRCIO VAREJISTA;2020-07-01;225252166,02;NA
COMÉRCIO VAREJISTA;2020-08-01;242220061,81;NA
COMÉRCIO VAREJISTA;2020-09-01;262871147,94;NA
COMÉRCIO VAREJISTA;2020-10-01;248037869,49;NA
COMÉRCIO VAREJISTA;2020-11-01;260025154,52;NA
COMÉRCIO VAREJISTA;2020-12-01;276757042,23;NA
COMÉRCIO VAREJISTA;2021-01-01;323340316,77;NA
COMÉRCIO VAREJISTA;2021-02-01;261404453,90;NA
COMÉRCIO VAREJISTA;2021-03-01;296071871,94;NA
COMÉRCIO VAREJISTA;2021-04-01;206516273,89;NA
COMÉRCIO VAREJISTA;2021-05-01;255480429,21;NA
COMÉRCIO VAREJISTA;2021-06-01;256413226,47;NA
COMÉRCIO VAREJISTA;2021-07-01;280090764,46;NA
COMÉRCIO VAREJISTA;2021-08-01;285940298,02;NA
COMÉRCIO VAREJISTA;2021-09-01;286800406,66;NA
COMÉRCIO VAREJISTA;2021-10-01;278407561,19;NA
COMÉRCIO VAREJISTA;2021-11-01;301108590,40;NA
COMÉRCIO VAREJISTA;2021-12-01;310370299,88;NA
COMÉRCIO VAREJISTA;2022-01-01;341034883,33;NA
COMÉRCIO VAREJISTA;2022-02-01;288887018,76;NA
COMÉRCIO VAREJISTA;2022-03-01;262784781,21;NA
COMÉRCIO VAREJISTA;2022-04-01;281319463,82;NA
COMÉRCIO VAREJISTA;2022-05-01;306019752,97;NA
COMÉRCIO VAREJISTA;2022-06-01;326918709,27;NA
COMÉRCIO VAREJISTA;2022-07-01;314617280,07;NA
COMÉRCIO VAREJISTA;2022-08-01;333729791,14;NA
COMÉRCIO VAREJISTA;2022-09-01;321309418,66;NA
COMÉRCIO VAREJISTA;2022-10-01;317556535,11;NA
COMÉRCIO VAREJISTA;2022-11-01;325029623,75;NA
COMÉRCIO VAREJISTA;2022-12-01;331965511,35;NA
COMÉRCIO VAREJISTA;2023-01-01;390155101,31;NA
COMÉRCIO VAREJISTA;2023-02-01;345379696,83;NA
COMÉRCIO VAREJISTA;2023-03-01;308652461,43;NA
COMÉRCIO VAREJISTA;2023-04-01;321029207,83;NA
COMÉRCIO VAREJISTA;2023-05-01;358265673,92;NA
COMÉRCIO VAREJISTA;2023-06-01;337810507,45;NA
COMÉRCIO VAREJISTA;2023-07-01;336193078,45;NA
COMÉRCIO VAREJISTA;2023-08-01;351819538,62;NA
COMÉRCIO VAREJISTA;2023-09-01;343405621,21;NA
COMÉRCIO VAREJISTA;2023-10-01;324734250,30;NA
COMÉRCIO VAREJISTA;2023-11-01;340383500,00;NA
COMÉRCIO VAREJISTA;2023-12-01;374938498,67;NA
COMÉRCIO VAREJISTA;2024-01-01;438912355,71;NA
COMÉRCIO VAREJISTA;2024-02-01;353215021,72;NA
COMÉRCIO VAREJISTA;2024-03-01;NA;327821899,57
COMÉRCIO VAREJISTA;2024-04-01;NA;326346853,78
COMÉRCIO VAREJISTA;2024-05-01;NA;338065280,04
COMÉRCIO VAREJISTA;2024-06-01;NA;356337228,62
COMÉRCIO VAREJISTA;2024-07-01;NA;350945596,14
COMÉRCIO VAREJISTA;2024-08-01;NA;383275832,63
COMÉRCIO VAREJISTA;2024-09-01;NA;367265589,39
COMÉRCIO VAREJISTA;2024-10-01;NA;364843258,00
COMÉRCIO VAREJISTA;2024-11-01;NA;379281455,89
COMÉRCIO VAREJISTA;2024-12-01;NA;403055888,73
COMÉRCIO VAREJISTA;2025-01-01;NA;462794583,20
COMÉRCIO VAREJISTA;2025-02-01;NA;370397210,38
COMÉRCIO VAREJISTA;2025-03-01;NA;349261261,27
COMÉRCIO VAREJISTA;2025-04-01;NA;347574062,34
COMÉRCIO VAREJISTA;2025-05-01;NA;359936164,94
COMÉRCIO VAREJISTA;2025-06-01;NA;379266588,66
COMÉRCIO VAREJISTA;2025-07-01;NA;373407572,78
COMÉRCIO VAREJISTA;2025-08-01;NA;407676932,57
COMÉRCIO VAREJISTA;2025-09-01;NA;390524010,26
COMÉRCIO VAREJISTA;2025-10-01;NA;387826983,38
COMÉRCIO VAREJISTA;2025-11-01;NA;403049956,72
COMÉRCIO VAREJISTA;2025-12-01;NA;428183047,12
COMÉRCIO VAREJISTA;2026-01-01;NA;491496838,39
COMÉRCIO VAREJISTA;2026-02-01;NA;393250920,23
COMÉRCIO VAREJISTA;2026-03-01;NA;370700645,87
COMÉRCIO VAREJISTA;2026-04-01;NA;368801293,66
COMÉRCIO VAREJISTA;2026-05-01;NA;381807073,37
COMÉRCIO VAREJISTA;2026-06-01;NA;402195973,46
COMÉRCIO VAREJISTA;2026-07-01;NA;395869573,77
COMÉRCIO VAREJISTA;2026-08-01;NA;432078059,04
COMÉRCIO VAREJISTA;2026-09-01;NA;413782456,51
COMÉRCIO VAREJISTA;2026-10-01;NA;410810733,94
COMÉRCIO VAREJISTA;2026-11-01;NA;426818483,68
COMÉRCIO VAREJISTA;2026-12-01;NA;453310233,23
COMÉRCIO VAREJISTA;2027-01-01;NA;520199125,34
COMÉRCIO VAREJISTA;2027-02-01;NA;416104655,47
COMÉRCIO VAREJISTA;2027-03-01;NA;392140054,37
COMÉRCIO VAREJISTA;2027-04-01;NA;390028548,73
COMÉRCIO VAREJISTA;2027-05-01;NA;403678006,36
COMÉRCIO VAREJISTA;2027-06-01;NA;425125384,10
COMÉRCIO VAREJISTA;2027-07-01;NA;418331600,15
COMÉRCIO VAREJISTA;2027-08-01;NA;456479213,20
COMÉRCIO VAREJISTA;2027-09-01;NA;437040929,24
COMÉRCIO VAREJISTA;2027-10-01;NA;433794510,75
COMÉRCIO VAREJISTA;2027-11-01;NA;450587037,88
COMÉRCIO VAREJISTA;2027-12-01;NA;478437448,24
ENERGIA ELÉTRICA;2003-02-01;37142234,84;NA
ENERGIA ELÉTRICA;2003-03-01;31947942,42;NA
ENERGIA ELÉTRICA;2003-04-01;33902732,56;NA
ENERGIA ELÉTRICA;2003-05-01;28401874,38;NA
ENERGIA ELÉTRICA;2003-06-01;45108336,21;NA
ENERGIA ELÉTRICA;2003-07-01;17361678,95;NA
ENERGIA ELÉTRICA;2003-08-01;29279860,86;NA
ENERGIA ELÉTRICA;2003-09-01;30181171,70;NA
ENERGIA ELÉTRICA;2003-10-01;35853550,06;NA
ENERGIA ELÉTRICA;2003-11-01;30864508,70;NA
ENERGIA ELÉTRICA;2003-12-01;44588936,78;NA
ENERGIA ELÉTRICA;2004-01-01;31807381,66;NA
ENERGIA ELÉTRICA;2004-02-01;18046412,84;NA
ENERGIA ELÉTRICA;2004-03-01;42487560,89;NA
ENERGIA ELÉTRICA;2004-04-01;16668628,32;NA
ENERGIA ELÉTRICA;2004-05-01;33795723,98;NA
ENERGIA ELÉTRICA;2004-06-01;31649681,32;NA
ENERGIA ELÉTRICA;2004-07-01;43598687,17;NA
ENERGIA ELÉTRICA;2004-08-01;35933294,87;NA
ENERGIA ELÉTRICA;2004-09-01;36865599,68;NA
ENERGIA ELÉTRICA;2004-10-01;17244344,80;NA
ENERGIA ELÉTRICA;2004-11-01;39452885,00;NA
ENERGIA ELÉTRICA;2004-12-01;67797696,57;NA
ENERGIA ELÉTRICA;2005-01-01;16309702,97;NA
ENERGIA ELÉTRICA;2005-02-01;73295333,14;NA
ENERGIA ELÉTRICA;2005-03-01;32470779,66;NA
ENERGIA ELÉTRICA;2005-04-01;33378630,52;NA
ENERGIA ELÉTRICA;2005-05-01;34907917,29;NA
ENERGIA ELÉTRICA;2005-06-01;30774584,71;NA
ENERGIA ELÉTRICA;2005-07-01;30970527,65;NA
ENERGIA ELÉTRICA;2005-08-01;40069089,75;NA
ENERGIA ELÉTRICA;2005-09-01;58085269,60;NA
ENERGIA ELÉTRICA;2005-10-01;45073731,84;NA
ENERGIA ELÉTRICA;2005-11-01;8801602,51;NA
ENERGIA ELÉTRICA;2005-12-01;34136679,69;NA
ENERGIA ELÉTRICA;2006-01-01;30960591,48;NA
ENERGIA ELÉTRICA;2006-02-01;45565414,08;NA
ENERGIA ELÉTRICA;2006-03-01;46974844,09;NA
